detail_item_id,detail_item,sub_type_id,sub_type,major_type_id,major_type,row_count
DT0348,작업정리,SB056,주차장 에폭시 방수,MJ008,습식공사,1
DT0349,자재하역 / 야적,SB057,아스팔트 방수,MJ008,습식공사,4
DT0350,면처리 및 청소,SB057,아스팔트 방수,MJ008,습식공사,7
DT0351,아스팔트 용융가마 설치,SB057,아스팔트 방수,MJ008,습식공사,1
DT0352,프라이머 도포,SB057,아스팔트 방수,MJ008,습식공사,3
DT0353,조인트 보강,SB057,아스팔트 방수,MJ008,습식공사,2
DT0354,코너 보강,SB057,아스팔트 방수,MJ008,습식공사,1
DT0355,시트/부직포 깔기,SB057,아스팔트 방수,MJ008,습식공사,3
DT0356,아스팔트 씰 도포,SB057,아스팔트 방수,MJ008,습식공사,4
DT0357,작업완료 및 정리정돈,SB057,아스팔트 방수,MJ008,습식공사,1
DT0358,작업준비,SB058,크랙 보수,MJ008,습식공사,3
DT0359,작업발판 설치,SB058,크랙 보수,MJ008,습식공사,3
DT0360,균열부 커팅 및 천공,SB058,크랙 보수,MJ008,습식공사,2
DT0361,"에폭시 및 우레탄 주입, 현장 정리정돈",SB058,크랙 보수,MJ008,습식공사,2
DT0362,자재 하역 / 운반,SB059,타일,MJ008,습식공사,4
DT0363,바닥 몰탈 시공,SB059,타일,MJ008,습식공사,3
DT0364,바닥정리 / 먹메김,SB059,타일,MJ008,습식공사,3
DT0365,벽/바닥 타일 붙이기,SB059,타일,MJ008,습식공사,7
DT0366,작업 종료,SB059,타일,MJ008,습식공사,2
DT0367,작업준비,SB060,견출,MJ008,습식공사,3
DT0368,외부 작업,SB060,견출,MJ008,습식공사,4
DT0369,그라인딩,SB060,견출,MJ008,습식공사,8
DT0370,조인트 몰탈,SB060,견출,MJ008,습식공사,3
DT0371,올 패이스트 면 처리,SB060,견출,MJ008,습식공사,2
DT0372,작업종료,SB060,견출,MJ008,습식공사,1
DT0373,작업준비,SB061,그라인딩,MJ008,습식공사,3
DT0374,그라인딩,SB061,그라인딩,MJ008,습식공사,5
DT0375,작업 종료,SB061,그라인딩,MJ008,습식공사,2
DT0376,자재반입,SB062,방바닥 미장,MJ008,습식공사,4
DT0377,싸이로 믹싱작업,SB062,방바닥 미장,MJ008,습식공사,2
DT0378,배관 설치,SB062,방바닥 미장,MJ008,습식공사,3
DT0379,밀대 수평작업,SB062,방바닥 미장,MJ008,습식공사,2
DT0380,쇠흙손 마감작업,SB062,방바닥 미장,MJ008,습식공사,2
DT0381,작업완료,SB062,방바닥 미장,MJ008,습식공사,3
DT0382,작업준비 및 자재반입,SB063,미장,MJ008,습식공사,4
DT0383,작업 중,SB063,미장,MJ008,습식공사,16
DT0384,정리정돈,SB063,미장,MJ008,습식공사,2
DT0385,석재 자재반입,SB064,석공사 벽체,MJ009,마감공사,1
DT0386,"자재 하역, 적재",SB064,석공사 벽체,MJ009,마감공사,1
DT0387,트러스 제작,SB064,석공사 벽체,MJ009,마감공사,1
DT0388,트러스 설치,SB064,석공사 벽체,MJ009,마감공사,4
DT0389,윈치설치/비계보강,SB064,석공사 벽체,MJ009,마감공사,2
DT0390,석재가공(절단),SB064,석공사 벽체,MJ009,마감공사,4
DT0391,석재 가공(핀 천공),SB064,석공사 벽체,MJ009,마감공사,1
DT0392,석재 운반대차 소운반,SB064,석공사 벽체,MJ009,마감공사,1
DT0393,석재 양중,SB064,석공사 벽체,MJ009,마감공사,1
DT0394,"비계상부 적재, 운반",SB064,석공사 벽체,MJ009,마감공사,2
DT0395,석재 고정,SB064,석공사 벽체,MJ009,마감공사,2
DT0396,"코킹 작업, 테이프 제거, 작업종료",SB064,석공사 벽체,MJ009,마감공사,3
DT0397,석재 자재반입,SB065,석공사 바닥,MJ009,마감공사,1
DT0398,"자재 하역, 적재",SB065,석공사 바닥,MJ009,마감공사,1
DT0399,석재 운반대차 소운반,SB065,석공사 바닥,MJ009,마감공사,2
DT0400,인력운반,SB065,석공사 바닥,MJ009,마감공사,2
DT0401,바닥 몰탈 작업,SB065,석공사 바닥,MJ009,마감공사,1
DT0402,석재 가공,SB065,석공사 바닥,MJ009,마감공사,4
DT0403,석재 설치,SB065,석공사 바닥,MJ009,마감공사,2
DT0404,"코킹작업, 테이프 제거, 작업종료",SB065,석공사 바닥,MJ009,마감공사,2
DT0405,자재 반입,SB066,경량 천정 틀,MJ009,마감공사,1
DT0406,자재야적 / 소운반,SB066,경량 천정 틀,MJ009,마감공사,3
DT0407,BT비계 설치,SB066,경량 천정 틀,MJ009,마감공사,1
DT0408,천정틀 설치,SB066,경량 천정 틀,MJ009,마감공사,4
DT0409,마감판 취부,SB066,경량 천정 틀,MJ009,마감공사,1
DT0410,자재운반,SB067,석고보드 붙이기,MJ009,마감공사,3
DT0411,작업준비 공도구 점검,SB067,석고보드 붙이기,MJ009,마감공사,3
DT0412,단열재 시공,SB067,석고보드 붙이기,MJ009,마감공사,4
DT0413,석고 믹싱작업,SB067,석고보드 붙이기,MJ009,마감공사,2
DT0414,석고본드 부착,SB067,석고보드 붙이기,MJ009,마감공사,2
DT0415,석고보드 취부,SB067,석고보드 붙이기,MJ009,마감공사,1
DT0416,정리정돈,SB067,석고보드 붙이기,MJ009,마감공사,1
DT0417,자재반입,SB068,DRY WALL,MJ009,마감공사,1
DT0418,자재야적 / 소운반,SB068,DRY WALL,MJ009,마감공사,3
DT0419,먹작업,SB068,DRY WALL,MJ009,마감공사,1
DT0420,"상, 하부 RUNNER 설치 작업",SB068,DRY WALL,MJ009,마감공사,1
DT0421,STUD 설치,SB068,DRY WALL,MJ009,마감공사,1
DT0422,고정핀 설치,SB068,DRY WALL,MJ009,마감공사,1
DT0423,G/W 판넬설치,SB068,DRY WALL,MJ009,마감공사,1
DT0424,석고보드 설치,SB068,DRY WALL,MJ009,마감공사,1
DT0425,작업준비,SB069,온돌 마루,MJ009,마감공사,1
DT0426,"자재운반(L/C , E/V)",SB069,온돌 마루,MJ009,마감공사,1
DT0427,온돌마루 자재 분류,SB069,온돌 마루,MJ009,마감공사,1
DT0428,온돌마루 재단,SB069,온돌 마루,MJ009,마감공사,1
DT0429,접착제 도포,SB069,온돌 마루,MJ009,마감공사,3
DT0430,마루판 설치,SB069,온돌 마루,MJ009,마감공사,1
DT0431,보양작업,SB069,온돌 마루,MJ009,마감공사,1
DT0432,정리정돈,SB069,온돌 마루,MJ009,마감공사,1
DT0433,자재반입 및 하차,SB070,도배,MJ009,마감공사,4
DT0434,퍼티 작업,SB070,도배,MJ009,마감공사,2
DT0435,풀교반 및 도배지 풀칠,SB070,도배,MJ009,마감공사,1
DT0436,초배지 바르기,SB070,도배,MJ009,마감공사,4
DT0437,정배지 바르기,SB070,도배,MJ009,마감공사,3
DT0438,보양 작업,SB070,도배,MJ009,마감공사,1
DT0439,정리정돈 및 작업종료,SB070,도배,MJ009,마감공사,2
DT0440,작업준비,SB071,외부 로프,MJ009,마감공사,1
DT0441,작업로프 내리기,SB071,외부 로프,MJ009,마감공사,3
DT0442,달비계 설치,SB071,외부 로프,MJ009,마감공사,1
DT0443,탑승,SB071,외부 로프,MJ009,마감공사,1
DT0444,작업통 걸기,SB071,외부 로프,MJ009,마감공사,1
DT0445,작업(하강 및 이동),SB071,외부 로프,MJ009,마감공사,2
DT0446,작업종료 로프회수,SB071,외부 로프,MJ009,마감공사,1
DT0447,현장 자재반입 및 하역,SB072,금속 기와,MJ009,마감공사,3
DT0448,자재인양,SB072,금속 기와,MJ009,마감공사,3
DT0449,주각부 앙카설치,SB072,금속 기와,MJ009,마감공사,2
DT0450,"철골 트러스 제작, 설치",SB072,금속 기와,MJ009,마감공사,3
DT0451,금속기와 설치,SB072,금속 기와,MJ009,마감공사,2
DT0452,금속기와 후레싱 설치,SB072,금속 기와,MJ009,마감공사,2
DT0453,작업 후 하역 및 주변 정리정돈,SB072,금속 기와,MJ009,마감공사,2
DT0454,자재반입,SB073,유리,MJ009,마감공사,5
DT0455,윈치 양중,SB073,유리,MJ009,마감공사,4
DT0456,소운반,SB073,유리,MJ009,마감공사,2
DT0457,유리 시공,SB073,유리,MJ009,마감공사,3
DT0458,유리 코킹,SB073,유리,MJ009,마감공사,4
DT0459,작업완료,SB073,유리,MJ009,마감공사,1
DT0460,작업전 안전교육,SB074,주방 가구,MJ009,마감공사,2
DT0461,자재운반 및 작업준비,SB074,주방 가구,MJ009,마감공사,6
DT0462,시공목 설치,SB074,주방 가구,MJ009,마감공사,2
DT0463,주방가구 조립,SB074,주방 가구,MJ009,마감공사,2
DT0464,상/하부장 설치,SB074,주방 가구,MJ009,마감공사,3
DT0465,주방상판 설치,SB074,주방 가구,MJ009,마감공사,3
DT0466,문짝 설치,SB074,주방 가구,MJ009,마감공사,1
DT0467,정리정돈,SB074,주방 가구,MJ009,마감공사,2
DT0468,자재 반입 및 운반,SB075,발코니 난간,MJ009,마감공사,3
DT0469,발코니 난간대 설치,SB075,발코니 난간,MJ009,마감공사,4
DT0470,자재 하역 및 운반,SB076,테라조,MJ009,마감공사,5
DT0471,E/V 홀 및 계단실 테라조 시공,SB076,테라조,MJ009,마감공사,5
DT0472,테라조 시공,SB076,테라조,MJ009,마감공사,1
DT0473,메지 시공,SB076,테라조,MJ009,마감공사,1
DT0474,작업종료,SB076,테라조,MJ009,마감공사,1
DT0475,"작업 준비, 자재 반입",SB077,도장,MJ009,마감공사,4
DT0476,보양작업,SB077,도장,MJ009,마감공사,1
DT0477,실내도장,SB077,도장,MJ009,마감공사,12
DT0478,실외도장(로프),SB077,도장,MJ009,마감공사,9
DT0479,작업종료,SB077,도장,MJ009,마감공사,2
DT0480,작업준비 및 자재반입,SB078,코킹,MJ009,마감공사,4
DT0481,내부 코킹 작업,SB078,코킹,MJ009,마감공사,6
DT0482,작업완료 및 정리정돈,SB078,코킹,MJ009,마감공사,1
DT0483,자재운반 및 작업준비,SB079,일반가구,MJ009,마감공사,8
DT0484,조립 및 설치,SB079,일반가구,MJ009,마감공사,7
DT0485,작업종료,SB079,일반가구,MJ009,마감공사,1
DT0486,작업 준비 및 자재 반입,SB080,시스템 가구,MJ009,마감공사,4
DT0487,가구 조립,SB080,시스템 가구,MJ009,마감공사,6
DT0488,정리정돈,SB080,시스템 가구,MJ009,마감공사,2
DT0489,자재운반 및 작업준비,SB081,마루,MJ009,마감공사,3
DT0490,면정리,SB081,마루,MJ009,마감공사,1
DT0491,마루 설치,SB081,마루,MJ009,마감공사,3
DT0492,작업 마무리,SB081,마루,MJ009,마감공사,1
DT0493,보양지 제거 및 청소,SB082,준공청소,MJ009,마감공사,4
DT0494,"세대내부, 계단실, E/V홀 청소",SB082,준공청소,MJ009,마감공사,2
DT0495,주차장 청소,SB082,준공청소,MJ009,마감공사,4
DT0496,정리정돈 및 작업종료,SB082,준공청소,MJ009,마감공사,3
DT0497,자재반입/운반,SB083,트러스,MJ010,금속공사,2
DT0498,구조물 조립,SB083,트러스,MJ010,금속공사,5
DT0499,비계/작업발판 설치,SB083,트러스,MJ010,금속공사,3
DT0500,구조물 설치,SB083,트러스,MJ010,금속공사,3
DT0501,비계 해체작업,SB083,트러스,MJ010,금속공사,2
DT0502,구조물 마감작업,SB083,트러스,MJ010,금속공사,3
DT0503,자재 입고 및 운반,SB084,금속 판넬,MJ010,금속공사,4
DT0504,장비 셋팅(곤돌라),SB084,금속 판넬,MJ010,금속공사,2
DT0505,장비 셋팅(고소작업차),SB084,금속 판넬,MJ010,금속공사,2
DT0506,작업구간 이동,SB084,금속 판넬,MJ010,금속공사,1
DT0507,판넬설치,SB084,금속 판넬,MJ010,금속공사,1
DT0508,코킹마감,SB084,금속 판넬,MJ010,금속공사,1
DT0509,정리정돈,SB084,금속 판넬,MJ010,금속공사,1
DT0510,현장내 SHOP장 조성,SB085,하지철물,MJ010,금속공사,1
DT0511,사각파이프 자재반입,SB085,하지철물,MJ010,금속공사,1
DT0512,절단 및 조립,SB085,하지철물,MJ010,금속공사,2
DT0513,양중준비,SB085,하지철물,MJ010,금속공사,1
DT0514,스틸트러스 설치,SB085,하지철물,MJ010,금속공사,1
DT0515,스틸트러스 용접,SB085,하지철물,MJ010,금속공사,3
DT0516,녹막이 스프레이 칠,SB085,하지철물,MJ010,금속공사,1
DT0517,작업준비,SB086,현관문,MJ011,창호공사,1
DT0518,자재운반,SB086,현관문,MJ011,창호공사,3
DT0519,자재양중 및 배치,SB086,현관문,MJ011,창호공사,1
DT0520,작업공구 점검,SB086,현관문,MJ011,창호공사,2
DT0521,프레임 설치,SB086,현관문,MJ011,창호공사,2
DT0522,용접작업,SB086,현관문,MJ011,창호공사,4
DT0523,"도어 양중, 설치",SB086,현관문,MJ011,창호공사,2
DT0524,정리정돈,SB086,현관문,MJ011,창호공사,1
DT0525,자재반입,SB087,ST'L 도어,MJ011,창호공사,1
DT0526,도어 프레임 고정용 철물 설치,SB087,ST'L 도어,MJ011,창호공사,1
DT0527,도어 프레임 설치,SB087,ST'L 도어,MJ011,창호공사,3
DT0528,도어 설치,SB087,ST'L 도어,MJ011,창호공사,1
DT0529,하드웨어 설치,SB087,ST'L 도어,MJ011,창호공사,1
DT0530,검측 / 정리정돈,SB087,ST'L 도어,MJ011,창호공사,1
DT0531,작업준비,SB088,AL창호 일반,MJ011,창호공사,1
DT0532,자재반입 / 자재하역,SB088,AL창호 일반,MJ011,창호공사,2
DT0533,자재운반,SB088,AL창호 일반,MJ011,창호공사,2
DT0534,자재양중,SB088,AL창호 일반,MJ011,창호공사,1
DT0535,창호설치,SB088,AL창호 일반,MJ011,창호공사,7
DT0536,외부코킹,SB088,AL창호 일반,MJ011,창호공사,4
DT0537,정리정돈,SB088,AL창호 일반,MJ011,창호공사,1
DT0538,"작업준비(하역,적재)",SB089,AL창호 계단,MJ011,창호공사,3
DT0539,자재운반,SB089,AL창호 계단,MJ011,창호공사,4
DT0540,"자재양중(Lift, 윈치)",SB089,AL창호 계단,MJ011,창호공사,3
DT0541,프레임 시공(Anchor시공),SB089,AL창호 계단,MJ011,창호공사,5
DT0542,연창 및 유리시공,SB089,AL창호 계단,MJ011,창호공사,3
DT0543,작업종료,SB089,AL창호 계단,MJ011,창호공사,2
DT0544,작업 준비(자재 운반),SB090,목창호,MJ011,창호공사,2
DT0545,세대 양중 및 운반,SB090,목창호,MJ011,창호공사,4
DT0546,가틀 설치,SB090,목창호,MJ011,창호공사,2
DT0547,본틀,SB090,목창호,MJ011,창호공사,5
DT0548,문짝 설치,SB090,목창호,MJ011,창호공사,2
DT0549,보양 작업,SB090,목창호,MJ011,창호공사,2
DT0550,PL창호 자재반입,SB091,PL창호,MJ011,창호공사,4
DT0551,차량용 윈치 설치 및 세대 양중기구 고정,SB091,PL창호,MJ011,창호공사,5
DT0552,"PL창호 하역, 적재 및 설치",SB091,PL창호,MJ011,창호공사,2
DT0553,PL창호 내부 및 외부 코킹  작업,SB091,PL창호,MJ011,창호공사,5
DT0554,UNIT 자재반입,SB092,외장 UNIT타입,MJ011,창호공사,1
DT0555,크레인을 이용하여 양중,SB092,외장 UNIT타입,MJ011,창호공사,1
DT0556,UNIT 설치작업,SB092,외장 UNIT타입,MJ011,창호공사,5
DT0557,UNIT 상부 고정,SB092,외장 UNIT타입,MJ011,창호공사,3
DT0558,UNIT 하부 고정,SB092,외장 UNIT타입,MJ011,창호공사,2
DT0559,UNIT 설치완료,SB092,외장 UNIT타입,MJ011,창호공사,1
DT0560,경계측량 및 표시,SB093,벌개제근 및 벌목,MJ012,토공 및 가시설,2
DT0561,작업 준비,SB093,벌개제근 및 벌목,MJ012,토공 및 가시설,1
DT0562,안전로프 내리기 및  벌목작업,SB093,벌개제근 및 벌목,MJ012,토공 및 가시설,9
DT0563,집재작업,SB093,벌개제근 및 벌목,MJ012,토공 및 가시설,4
DT0564,벌목 제근,SB093,벌개제근 및 벌목,MJ012,토공 및 가시설,4
DT0565,성토 상차,SB094,암성토,MJ012,토공 및 가시설,3
DT0566,사토 운반,SB094,암성토,MJ012,토공 및 가시설,5
DT0567,토공정리 및 법면정리,SB094,암성토,MJ012,토공 및 가시설,4
DT0568,절토,SB095,암절취 및 운반,MJ012,토공 및 가시설,2
DT0569,장약 및 발파,SB095,암절취 및 운반,MJ012,토공 및 가시설,9
DT0570,상차 및 운반,SB095,암절취 및 운반,MJ012,토공 및 가시설,3
DT0571,지장물 조사,SB096,토사터파기 및 운반,MJ012,토공 및 가시설,2
DT0572,건설기계 사전점검,SB096,토사터파기 및 운반,MJ012,토공 및 가시설,4
DT0573,터파기 작업,SB096,토사터파기 및 운반,MJ012,토공 및 가시설,5
DT0574,"상차, 운반작업",SB096,토사터파기 및 운반,MJ012,토공 및 가시설,5
DT0575,작업구간 통제 등 안전조치,SB096,토사터파기 및 운반,MJ012,토공 및 가시설,7
DT0576,드릴천공,SB097,발파,MJ012,토공 및 가시설,6
DT0577,장약 및 전색작업,SB097,발파,MJ012,토공 및 가시설,5
DT0578,뇌관 결선 및 도통시험,SB097,발파,MJ012,토공 및 가시설,2
DT0579,P.P.MAT 설치,SB097,발파,MJ012,토공 및 가시설,2
DT0580,작업구간 통제 등 안전조치,SB097,발파,MJ012,토공 및 가시설,4
DT0581,작업준비,SB098,바닥고르기,MJ012,토공 및 가시설,3
DT0582,되메우기 및 토사반입,SB098,바닥고르기,MJ012,토공 및 가시설,2
DT0583,토사정지 작업,SB098,바닥고르기,MJ012,토공 및 가시설,2
DT0584,토사다짐,SB098,바닥고르기,MJ012,토공 및 가시설,1
DT0585,정리정돈,SB098,바닥고르기,MJ012,토공 및 가시설,1
DT0586,장비반입 및 점검,SB099,되메우기 및 다짐,MJ012,토공 및 가시설,3
DT0587,토사 반입,SB099,되메우기 및 다짐,MJ012,토공 및 가시설,2
DT0588,토사 하역,SB099,되메우기 및 다짐,MJ012,토공 및 가시설,1
DT0589,하역 토사 정리,SB099,되메우기 및 다짐,MJ012,토공 및 가시설,2
DT0590,되메우기 토사 다짐,SB099,되메우기 및 다짐,MJ012,토공 및 가시설,3
DT0591,크람쉘 버켓내리기,SB100,크람쉘상차,MJ012,토공 및 가시설,2
DT0592,터파기 및 상차,SB100,크람쉘상차,MJ012,토공 및 가시설,2
DT0593,크람쉘 버킷 인양/상차,SB100,크람쉘상차,MJ012,토공 및 가시설,2
DT0594,덤프반출,SB100,크람쉘상차,MJ012,토공 및 가시설,2
DT0595,굴착 및 기둥세움,SB101,SK 판넬,MJ012,토공 및 가시설,3
DT0596,SK 판넬 설치,SB101,SK 판넬,MJ012,토공 및 가시설,3
DT0597,판넬 및 기둥 반복,SB101,SK 판넬,MJ012,토공 및 가시설,4
DT0598,"되메우기(토사, 모래)",SB101,SK 판넬,MJ012,토공 및 가시설,3
DT0599,SK 판넬 인발,SB101,SK 판넬,MJ012,토공 및 가시설,2
DT0600,"교육이수 및 인증(승인), 현장확인",SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0601,"구역설정 및 통제(배치), 장비투입",SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0602,자재 반입,SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0603,조립,SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0604,설치,SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0605,"되메우기(토사, 모래)",SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0606,판넬 인발,SB102,TS 판넬,MJ012,토공 및 가시설,1
DT0607,장비 조립,SB103,H-PILE 천공,MJ012,토공 및 가시설,3
DT0608,파일 운반(크레인 운반),SB103,H-PILE 천공,MJ012,토공 및 가시설,3
DT0609,천공 작업,SB103,H-PILE 천공,MJ012,토공 및 가시설,6
DT0610,파일 근입,SB103,H-PILE 천공,MJ012,토공 및 가시설,5
DT0611,장비 해체,SB103,H-PILE 천공,MJ012,토공 및 가시설,3
DT0612,장비 반입,SB104,H-PILE 설치,MJ012,토공 및 가시설,2
DT0613,카고크레인 가시설물 하역,SB104,H-PILE 설치,MJ012,토공 및 가시설,2
DT0614,이동식크레인 자재 하역,SB104,H-PILE 설치,MJ012,토공 및 가시설,2
DT0615,자재 인양,SB104,H-PILE 설치,MJ012,토공 및 가시설,2
DT0616,가시설물 볼트 조립,SB104,H-PILE 설치,MJ012,토공 및 가시설,2
DT0617,종료,SB104,H-PILE 설치,MJ012,토공 및 가시설,2
DT0618,작업 준비,SB105,띠장 설치,MJ012,토공 및 가시설,1
DT0619,"자재운반, 장비 이동",SB105,띠장 설치,MJ012,토공 및 가시설,2
DT0620,보걸이 설치,SB105,띠장 설치,MJ012,토공 및 가시설,3
DT0621,Strut 설치,SB105,띠장 설치,MJ012,토공 및 가시설,1
DT0622,띠장 설치,SB105,띠장 설치,MJ012,토공 및 가시설,2
DT0623,홈메우기 작업,SB105,띠장 설치,MJ012,토공 및 가시설,2
DT0624,대좌설치 및 인장,SB105,띠장 설치,MJ012,토공 및 가시설,2
DT0625,띠장 해체,SB105,띠장 설치,MJ012,토공 및 가시설,2
DT0626,작업종료,SB105,띠장 설치,MJ012,토공 및 가시설,1
DT0627,근로자 교육,SB106,띠장 철거,MJ012,토공 및 가시설,1
DT0628,H-PILE 절단 및 운반,SB106,띠장 철거,MJ012,토공 및 가시설,8
DT0629,현장정리 및 되메우기,SB106,띠장 철거,MJ012,토공 및 가시설,1
DT0630,작업준비,SB107,토류벽,MJ012,토공 및 가시설,3
DT0631,토류판 운반 및 재단,SB107,토류벽,MJ012,토공 및 가시설,4
DT0632,작업구간 굴착,SB107,토류벽,MJ012,토공 및 가시설,5
DT0633,토류판 설치,SB107,토류벽,MJ012,토공 및 가시설,5
DT0634,작업종료,SB107,토류벽,MJ012,토공 및 가시설,3
DT0635,장비반입,SB108,SOIL NAIL,MJ012,토공 및 가시설,1
DT0636,굴착,SB108,SOIL NAIL,MJ012,토공 및 가시설,2
DT0637,S/N 천공,SB108,SOIL NAIL,MJ012,토공 및 가시설,3
DT0638,네일삽입/그라우팅,SB108,SOIL NAIL,MJ012,토공 및 가시설,3
DT0639,숏크리트 타설,SB108,SOIL NAIL,MJ012,토공 및 가시설,4
DT0640,작업 종료,SB108,SOIL NAIL,MJ012,토공 및 가시설,2
DT0641,아리바 설치(믹서기),SB109,숏크리트 타설,MJ012,토공 및 가시설,2
DT0642,공기압축기,SB109,숏크리트 타설,MJ012,토공 및 가시설,5
DT0643,레미콘(덤프) 백호 셋팅,SB109,숏크리트 타설,MJ012,토공 및 가시설,2
DT0644,타설,SB109,숏크리트 타설,MJ012,토공 및 가시설,3
DT0645,S/C 리바운드 처리,SB109,숏크리트 타설,MJ012,토공 및 가시설,3
DT0646,자재 반입,SB110,SHEET PILE,MJ012,토공 및 가시설,1
DT0647,장비반입 및 조립,SB110,SHEET PILE,MJ012,토공 및 가시설,1
DT0648,파일항타,SB110,SHEET PILE,MJ012,토공 및 가시설,5
DT0649,두부정리,SB110,SHEET PILE,MJ012,토공 및 가시설,2
DT0650,천공,SB111,어스 앵커,MJ012,토공 및 가시설,7
DT0651,앙카체 제작 및 설치,SB111,어스 앵커,MJ012,토공 및 가시설,3
DT0652,플랜트 설치 및 주입액 주입,SB111,어스 앵커,MJ012,토공 및 가시설,3
DT0653,브라켓 설치 및 인장,SB111,어스 앵커,MJ012,토공 및 가시설,5
DT0654,앵커 해체,SB111,어스 앵커,MJ012,토공 및 가시설,1
DT0655,녹생토 운반,SB112,사면 보호공,MJ012,토공 및 가시설,1
DT0656,앙카 및 능형막 설치,SB112,사면 보호공,MJ012,토공 및 가시설,2
DT0657,녹생토 배합,SB112,사면 보호공,MJ012,토공 및 가시설,4
DT0658,녹생토 취부,SB112,사면 보호공,MJ012,토공 및 가시설,1
DT0659,작업준비,SB113,지반개량(고화),MJ012,토공 및 가시설,1
DT0660,고화제 혼합,SB113,지반개량(고화),MJ012,토공 및 가시설,3
DT0661,고화 다짐,SB113,지반개량(고화),MJ012,토공 및 가시설,3
DT0662,마감,SB113,지반개량(고화),MJ012,토공 및 가시설,1
DT0663,자재반입 및 준비작업,SB114,낙석방지망,MJ012,토공 및 가시설,12
DT0664,기초작업,SB114,낙석방지망,MJ012,토공 및 가시설,7
DT0665,지주 및 앵커볼트 설치작업,SB114,낙석방지망,MJ012,토공 및 가시설,7
DT0666,와이어로프/조립구 체결,SB114,낙석방지망,MJ012,토공 및 가시설,9
DT0667,철망 조립작업,SB114,낙석방지망,MJ012,토공 및 가시설,7
DT0668,완료 및 유지보수 작업,SB114,낙석방지망,MJ012,토공 및 가시설,4
DT0669,크라샤 설비 자재 반입,SB115,크라샤,MJ012,토공 및 가시설,9
DT0670,크라샤 설비 설치,SB115,크라샤,MJ012,토공 및 가시설,11
DT0671,크라샤 운영 / 암버럭 반입,SB115,크라샤,MJ012,토공 및 가시설,9
DT0672,쇄석작업,SB115,크라샤,MJ012,토공 및 가시설,11
DT0673,골재 야적 / 반출,SB115,크라샤,MJ012,토공 및 가시설,12
DT0674,크라샤 정비 / 해체 반출,SB115,크라샤,MJ012,토공 및 가시설,13
DT0675,지장물 조사,SB116,진입도로,MJ012,토공 및 가시설,2
DT0676,건설기계 사전점검,SB116,진입도로,MJ012,토공 및 가시설,1
DT0677,터파기 및 상차 작업,SB116,진입도로,MJ012,토공 및 가시설,7
DT0678,운반작업,SB116,진입도로,MJ012,토공 및 가시설,2
DT0679,작업구간 통제,SB116,진입도로,MJ012,토공 및 가시설,2
DT0680,보호천막 지재 준비,SB117,사면 보호천막 설치,MJ012,토공 및 가시설,2
DT0681,보호천막 설치 및 해체,SB117,사면 보호천막 설치,MJ012,토공 및 가시설,3
DT0682,보호천막 유지관리,SB117,사면 보호천막 설치,MJ012,토공 및 가시설,2
DT0683,측량 및 작업준비,SB118,P.R.D,MJ012,토공 및 가시설,2
DT0684,Out Casing 굴착 및 설치,SB118,P.R.D,MJ012,토공 및 가시설,3
DT0685,In Casing 설치 및 천공,SB118,P.R.D,MJ012,토공 및 가시설,10
DT0686,콘크리트 타설,SB118,P.R.D,MJ012,토공 및 가시설,5
DT0687,철골 근입 작업,SB118,P.R.D,MJ012,토공 및 가시설,3
DT0688,In Casing 인발,SB118,P.R.D,MJ012,토공 및 가시설,6
DT0689,사전조사,SB119,관로터파기,MJ013,부대토목,1
DT0690,터파기,SB119,관로터파기,MJ013,부대토목,6
DT0691,관로배관작업,SB119,관로터파기,MJ013,부대토목,5
DT0692,되메우기 작업,SB119,관로터파기,MJ013,부대토목,3
DT0693,위험경고 테이프 작업,SB119,관로터파기,MJ013,부대토목,1
DT0694,근로자 교육,SB120,맹암거,MJ013,부대토목,3
DT0695,터파기,SB120,맹암거,MJ013,부대토목,3
DT0696,관부설 및 골재포설,SB120,맹암거,MJ013,부대토목,4
DT0697,부직포 정리 및 성토,SB120,맹암거,MJ013,부대토목,2
DT0698,터파기,SB121,배수관,MJ013,부대토목,6
DT0699,모래 부설 및 정리,SB121,배수관,MJ013,부대토목,2
DT0700,관부설 및 되메우기,SB121,배수관,MJ013,부대토목,5
DT0701,맨홀 철근/거푸집 조립 및 Con'c 타설,SB121,배수관,MJ013,부대토목,6
DT0702,지반다짐,SB122,맨홀,MJ013,부대토목,2
DT0703,흄관 기초 거푸집 조립 및 콘크리트 타설,SB122,맨홀,MJ013,부대토목,3
DT0704,콘크리트 흄관 설치 및 보호공 거푸집 설치,SB122,맨홀,MJ013,부대토목,3
DT0705,콘크리트 맨홀 철근 조립 및 거푸집 조립,SB122,맨홀,MJ013,부대토목,6
DT0706,맨홀 콘크리트 타설,SB122,맨홀,MJ013,부대토목,5
DT0707,맨홀 거푸집 탈형 및 가시설 해체,SB122,맨홀,MJ013,부대토목,5
DT0708,맨홀 및 흄관 되메우기,SB122,맨홀,MJ013,부대토목,2
DT0709,맨홀 그레이팅 설치,SB122,맨홀,MJ013,부대토목,4
