# [검증 필요-가상코드] 모든 erp_code 는 실 ERP 코드가 아닌 PoC 가상 코드다. 운영 전환 전 ERP 마스터 추출로 교체 필수.
jha_sub_type_id,erp_sub_code,sub_type_norm,jha_major_type_id,erp_major_code,major_type_norm,row_count,map_status,note
SB168,HBC-SB-168,그라우팅,MJ017,HBC-MJ-017,토목 전문공사,16,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB169,HBC-SB-169,압입,MJ017,HBC-MJ-017,토목 전문공사,19,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB170,HBC-SB-170,보강토옹벽,MJ017,HBC-MJ-017,토목 전문공사,26,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB171,HBC-SB-171,판넬옹벽,MJ017,HBC-MJ-017,토목 전문공사,14,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB172,HBC-SB-172,교각,MJ017,HBC-MJ-017,토목 전문공사,21,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB173,HBC-SB-173,교대,MJ017,HBC-MJ-017,토목 전문공사,10,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB174,HBC-SB-174,우물통,MJ017,HBC-MJ-017,토목 전문공사,11,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB175,HBC-SB-175,수문제작 및 설치,MJ017,HBC-MJ-017,토목 전문공사,34,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB176,HBC-SB-176,강연선 조립설치,MJ017,HBC-MJ-017,토목 전문공사,17,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB177,HBC-SB-177,MSS 조립,MJ017,HBC-MJ-017,토목 전문공사,41,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB178,HBC-SB-178,강교 거치,MJ017,HBC-MJ-017,토목 전문공사,19,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB179,HBC-SB-179,PSC BEAM 제작,MJ017,HBC-MJ-017,토목 전문공사,13,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB180,HBC-SB-180,교량 슬라브,MJ017,HBC-MJ-017,토목 전문공사,37,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB181,HBC-SB-181,FCM 설치,MJ017,HBC-MJ-017,토목 전문공사,19,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB182,HBC-SB-182,FCM 이동,MJ017,HBC-MJ-017,토목 전문공사,13,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB183,HBC-SB-183,FCM 해체,MJ017,HBC-MJ-017,토목 전문공사,18,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB184,HBC-SB-184,라멘교,MJ017,HBC-MJ-017,토목 전문공사,26,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB185,HBC-SB-185,교량받침,MJ017,HBC-MJ-017,토목 전문공사,10,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB186,HBC-SB-186,BOX교,MJ017,HBC-MJ-017,토목 전문공사,41,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB187,HBC-SB-187,호안사석,MJ017,HBC-MJ-017,토목 전문공사,13,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB188,HBC-SB-188,터널굴착,MJ017,HBC-MJ-017,토목 전문공사,38,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB189,HBC-SB-189,라이닝폼제작,MJ017,HBC-MJ-017,토목 전문공사,39,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB190,HBC-SB-190,배수공동구,MJ017,HBC-MJ-017,토목 전문공사,20,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB191,HBC-SB-191,TBM 장비반입,MJ017,HBC-MJ-017,토목 전문공사,9,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB192,HBC-SB-192,TBM 장비조립,MJ017,HBC-MJ-017,토목 전문공사,8,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB193,HBC-SB-193,TBM 장비 반력대 설치,MJ017,HBC-MJ-017,토목 전문공사,4,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB194,HBC-SB-194,TBM 뒷채움,MJ017,HBC-MJ-017,토목 전문공사,7,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB195,HBC-SB-195,TBM 콘크리트 타설,MJ017,HBC-MJ-017,토목 전문공사,9,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB196,HBC-SB-196,기층포설 및 다짐,MJ017,HBC-MJ-017,토목 전문공사,8,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB197,HBC-SB-197,그라브준설,MJ017,HBC-MJ-017,토목 전문공사,12,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB198,HBC-SB-198,펌프준설,MJ017,HBC-MJ-017,토목 전문공사,12,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB199,HBC-SB-199,사석고르기,MJ017,HBC-MJ-017,토목 전문공사,24,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB200,HBC-SB-200,케이슨제작,MJ017,HBC-MJ-017,토목 전문공사,19,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB201,HBC-SB-201,케이슨거치,MJ017,HBC-MJ-017,토목 전문공사,28,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB202,HBC-SB-202,케이슨 속채움,MJ017,HBC-MJ-017,토목 전문공사,13,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB203,HBC-SB-203,TTP제작,MJ017,HBC-MJ-017,토목 전문공사,15,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB204,HBC-SB-204,TTP설치,MJ017,HBC-MJ-017,토목 전문공사,9,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB205,HBC-SB-205,블록거치,MJ017,HBC-MJ-017,토목 전문공사,12,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB206,HBC-SB-206,상치지보공,MJ017,HBC-MJ-017,토목 전문공사,13,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB207,HBC-SB-207,JACKER 설치,MJ017,HBC-MJ-017,토목 전문공사,27,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB208,HBC-SB-208,COPING 구조물,MJ017,HBC-MJ-017,토목 전문공사,25,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB209,HBC-SB-209,부단수 천공,MJ017,HBC-MJ-017,토목 전문공사,8,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB210,HBC-SB-210,제작장 설치,MJ017,HBC-MJ-017,토목 전문공사,16,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB211,HBC-SB-211,슬립 폼,MJ017,HBC-MJ-017,토목 전문공사,31,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB212,HBC-SB-212,강교설치,MJ017,HBC-MJ-017,토목 전문공사,49,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB213,HBC-SB-213,PSC교량,MJ017,HBC-MJ-017,토목 전문공사,52,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB214,HBC-SB-214,포장,MJ017,HBC-MJ-017,토목 전문공사,15,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB215,HBC-SB-215,포설 및 다짐,MJ017,HBC-MJ-017,토목 전문공사,10,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB216,HBC-SB-216,수직구,MJ017,HBC-MJ-017,토목 전문공사,34,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB217,HBC-SB-217,갱구부,MJ017,HBC-MJ-017,토목 전문공사,21,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB218,HBC-SB-218,터널보강,MJ017,HBC-MJ-017,토목 전문공사,42,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB219,HBC-SB-219,터널방수,MJ017,HBC-MJ-017,토목 전문공사,8,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB220,HBC-SB-220,ILM,MJ017,HBC-MJ-017,토목 전문공사,15,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB221,HBC-SB-221,사장교,MJ017,HBC-MJ-017,토목 전문공사,17,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB222,HBC-SB-222,현수교,MJ017,HBC-MJ-017,토목 전문공사,13,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB223,HBC-SB-223,특수댐,MJ017,HBC-MJ-017,토목 전문공사,9,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB224,HBC-SB-224,가설플랜트,MJ017,HBC-MJ-017,토목 전문공사,21,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB225,HBC-SB-225,피복석/사석(잠수),MJ017,HBC-MJ-017,토목 전문공사,14,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB226,HBC-SB-226,누수감지센서,MJ017,HBC-MJ-017,토목 전문공사,7,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB227,HBC-SB-227,물양장 설치,MJ017,HBC-MJ-017,토목 전문공사,25,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB228,HBC-SB-228,초고압기기 설치,MJ017,HBC-MJ-017,토목 전문공사,43,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB229,HBC-SB-229,해상케이블 포설,MJ017,HBC-MJ-017,토목 전문공사,38,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB230,HBC-SB-230,거더 제작 및 거치,MJ017,HBC-MJ-017,토목 전문공사,28,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB231,HBC-SB-231,심층혼합처리(DCM)공법,MJ017,HBC-MJ-017,토목 전문공사,17,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB232,HBC-SB-232,할석,MJ018,HBC-MJ-018,기타공사,15,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB233,HBC-SB-233,골조단열,MJ018,HBC-MJ-018,기타공사,6,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB234,HBC-SB-234,단열뿜칠,MJ018,HBC-MJ-018,기타공사,12,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB235,HBC-SB-235,철거공사,MJ018,HBC-MJ-018,기타공사,28,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB236,HBC-SB-236,P.P마대쌓기,MJ018,HBC-MJ-018,기타공사,6,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB237,HBC-SB-237,폐기물 정리,MJ018,HBC-MJ-018,기타공사,12,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB238,HBC-SB-238,양중작업,MJ019,HBC-MJ-019,공통 일반,37,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB239,HBC-SB-239,하역운반작업,MJ019,HBC-MJ-019,공통 일반,16,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB240,HBC-SB-240,기초토공 작업,MJ019,HBC-MJ-019,공통 일반,11,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB241,HBC-SB-241,해상 장비 작업,MJ019,HBC-MJ-019,공통 일반,9,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB242,HBC-SB-242,공기압축기,MJ019,HBC-MJ-019,공통 일반,7,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB243,HBC-SB-243,천정 속 작업,MJ019,HBC-MJ-019,공통 일반,5,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB244,HBC-SB-244,밀폐공간 작업,MJ019,HBC-MJ-019,공통 일반,3,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB245,HBC-SB-245,개구부 작업,MJ019,HBC-MJ-019,공통 일반,8,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB246,HBC-SB-246,이동식 틀 비계,MJ019,HBC-MJ-019,공통 일반,9,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB247,HBC-SB-247,전기활선 및 근접작업,MJ019,HBC-MJ-019,공통 일반,4,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB248,HBC-SB-248,"용접, 용단작업",MJ019,HBC-MJ-019,공통 일반,2,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB249,HBC-SB-249,사다리,MJ019,HBC-MJ-019,공통 일반,2,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB250,HBC-SB-250,건강관리,MJ019,HBC-MJ-019,공통 일반,5,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB251,HBC-SB-251,설계 안전성 검토,MJ019,HBC-MJ-019,공통 일반,4,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB252,HBC-SB-252,중대재해,MJ020,HBC-MJ-020,재해 사례,7,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB253,HBC-SB-253,일반재해,MJ020,HBC-MJ-020,재해 사례,123,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
SB254,HBC-SB-254,아차사고,MJ020,HBC-MJ-020,재해 사례,3,PENDING_VERIFY,표기흔들림 정규화 필요(예: 타워크레인(T형))
